hst datetime,dh7_ghi,elevation,azimuth,dh7_rel
2010-03-22 07:30:00-10:00,81.5225,12.182158597009858,-273.93317417755077,0.5677607844775953
2010-03-22 07:30:01-10:00,81.5225,12.18601102899348,-273.9347418139219,0.5675090167261052
2010-03-22 07:30:02-10:00,81.5225,12.189863466688092,-273.9363094919212,0.5672574721633472
2010-03-22 07:30:03-10:00,81.5225,12.19371590964909,-273.93787721138835,0.5670061504926723
2010-03-22 07:30:04-10:00,81.5225,12.197568358292562,-273.9394449725149,0.5667550514179565
2010-03-22 07:30:05-10:00,81.5225,12.201420812175476,-273.9410127751421,0.5665041746436005
2010-03-22 07:30:06-10:00,81.5225,12.205273427042469,-273.94258068287934,0.5662535198745278
2010-03-22 07:30:07-10:00,81.5225,12.209125736140273,-273.9441485049792,0.5660030868161844
2010-03-22 07:30:08-10:00,81.5225,12.212978361846492,-273.94571649597555,0.5657528751745368
2010-03-22 07:30:09-10:00,81.5225,12.216830837409304,-273.94728446511806,0.5655028846560715
2010-03-22 07:30:10-10:00,81.1397,12.220683318573132,-273.94885247601724,0.5625988919936488
2010-03-22 07:30:11-10:00,81.1397,12.224535805107772,-273.95042052860003,0.5623505146350981
2010-03-22 07:30:12-10:00,80.757,12.228388296785779,-273.95198862279585,0.5594511688225319
2010-03-22 07:30:13-10:00,80.757,12.232240949354948,-273.95355682222765,0.5592043990164396
2010-03-22 07:30:14-10:00,80.757,12.236093296054669,-273.9551249361095,0.5589578468110672
2010-03-22 07:30:15-10:00,80.757,12.23994595959519,-273.9566932193595,0.5587115119187224
2010-03-22 07:30:16-10:00,80.757,12.243798472245023,-273.9582614801858,0.5584653940522195
2010-03-22 07:30:17-10:00,80.757,12.247650990724889,-273.9598297832162,0.5582194929248788
2010-03-22 07:30:18-10:00,80.757,12.251503514266707,-273.9613981279568,0.5579738082505256
2010-03-22 07:30:19-10:00,80.757,12.255356043284683,-273.9629665145967,0.5577283397434879
2010-03-22 07:30:20-10:00,80.757,12.259208577336365,-273.9645349429778,0.5574830871185973
2010-03-22 07:30:21-10:00,80.757,12.26306111651454,-273.9661034129578,0.557238050091186
2010-03-22 07:30:22-10:00,80.757,12.266913816680978,-273.9676719888265,0.5569932283770866
2010-03-22 07:30:23-10:00,80.757,12.270766366289642,-273.96924054254725,0.5567486216926312
2010-03-22 07:30:24-10:00,80.757,12.27461892120287,-273.9708091384089,0.5565042297546494
2010-03-22 07:30:25-10:00,80.757,12.278471481511312,-273.9723777762671,0.5562600522804685
2010-03-22 07:30:26-10:00,80.757,12.282324046774152,-273.973946455965,0.5560160889879113
2010-03-22 07:30:27-10:00,80.757,12.286176617405186,-273.97551517769153,0.5557723395952953
