hst datetime,dh9_ghi,elevation,azimuth,dh9_rel
2010-03-21 07:30:00-10:00,159.535,11.968346882981463,-274.27971835879384,1.069040152246167
2010-03-21 07:30:01-10:00,159.535,11.972196961829056,-274.2812897822157,1.0685675628608555
2010-03-21 07:30:02-10:00,159.535,11.976047045902572,-274.28286124833505,1.0680953911250368
2010-03-21 07:30:03-10:00,159.535,11.97989713561996,-274.28443275734656,1.0676236364853107
2010-03-21 07:30:04-10:00,159.535,11.983747230534542,-274.28600430908796,1.0671522983892545
2010-03-21 07:30:05-10:00,159.535,11.987597331063501,-274.2875759037531,1.06668137628542
2010-03-21 07:30:06-10:00,159.535,11.991447591993877,-274.28914760475107,1.0662108696233323
2010-03-21 07:30:07-10:00,159.535,11.995297547718405,-274.2907192212277,1.0657407778534878
2010-03-21 07:30:08-10:00,160.007,11.999147819373565,-274.29229100797886,1.06842280982906
2010-03-21 07:30:09-10:00,160.007,12.002997941351012,-274.2938627741447,1.0679521578364237
2010-03-21 07:30:10-10:00,160.007,12.006848068439226,-274.2954345831373,1.0674819203159607
2010-03-21 07:30:11-10:00,160.007,12.010698201055162,-274.29700643515014,1.067012096720415
2010-03-21 07:30:12-10:00,160.007,12.014548338752853,-274.29857833002166,1.0665426865034928
2010-03-21 07:30:13-10:00,160.007,12.018398637183122,-274.30015033152745,1.0660736891198614
2010-03-21 07:30:14-10:00,160.007,12.022248630088484,-274.3017222485119,1.065605104025147
2010-03-21 07:30:15-10:00,160.007,12.026098939151273,-274.3032943362435,1.0651369306759328
2010-03-21 07:30:16-10:00,160.478,12.0299490977866,-274.30486640282083,1.0678031512828705
2010-03-21 07:30:17-10:00,160.478,12.033799261756691,-274.30643851267314,1.0673344240924751
2010-03-21 07:30:18-10:00,160.478,12.037649431153127,-274.3080106656575,1.0668661082302884
2010-03-21 07:30:19-10:00,160.478,12.04149960553117,-274.3095828616135,1.0663982031551107
2010-03-21 07:30:20-10:00,160.478,12.045349785306513,-274.31115510073334,1.0659307083266911
2010-03-21 07:30:21-10:00,160.478,12.04919996971222,-274.3127273825235,1.0654636232057257
2010-03-21 07:30:22-10:00,160.478,12.053050315370783,-274.31429977177777,1.0649969472538559
2010-03-21 07:30:23-10:00,160.478,12.056900510069763,-274.3158721398015,1.0645306799336651
2010-03-21 07:30:24-10:00,160.478,12.06075071043519,-274.3174445513909,1.0640648207086782
2010-03-21 07:30:25-10:00,160.95,12.064600915694893,-274.3190170060468,1.066727641468167
2010-03-21 07:30:26-10:00,160.95,12.068451126266515,-274.32058950396345,1.0662612290325144
2010-03-21 07:30:27-10:00,160.95,12.07230134170762,-274.3221620449825,1.065795224283841
2010-03-21 07:30:28-10:00,160.95,12.076151562432802,-274.32373462929513,1.0653296266878476
2010-03-21 07:30:29-10:00,160.95,12.080001943234418,-274.3253073203506,1.0648644357111667
2010-03-21 07:30:30-10:00,160.95,12.083852173729577,-274.32687999078723,1.0643996508213633
2010-03-21 07:30:31-10:00,161.423,12.087702409360977,-274.32845270472546,1.0670619653882256
2010-03-21 07:30:32-10:00,161.423,12.091552650218812,-274.33002546202067,1.0665966275504808
2010-03-21 07:30:33-10:00,161.423,12.095402896075482,-274.33159826260265,1.0661316953966054
2010-03-21 07:30:34-10:00,161.423,12.099253146700008,-274.3331711063974,1.0656671683963137
2010-03-21 07:30:35-10:00,161.423,12.103103402509456,-274.3347439935985,1.0652030460202453
2010-03-21 07:30:36-10:00,161.423,12.106953818299129,-274.3363169876689,1.0647393277399608
2010-03-21 07:30:37-10:00,161.423,12.110804083681916,-274.33788996122115,1.0642760130279416
2010-03-21 07:30:38-10:00,161.895,12.114654354101598,-274.3394629783873,1.0669236852510875
2010-03-21 07:30:39-10:00,161.895,12.118504629648571,-274.3410360390231,1.0664598237223826
2010-03-21 07:30:40-10:00,161.895,12.122354909880569,-274.3426091429701,1.0659963653603033
2010-03-21 07:30:41-10:00,161.895,12.126205195212947,-274.34418229042035,1.0655333096394584
2010-03-21 07:30:42-10:00,161.895,12.130055485200574,-274.34575548121245,1.0650706560353675
2010-03-21 07:30:43-10:00,161.895,12.133905935502986,-274.3473287791769,1.0646084040244626
2010-03-21 07:30:44-10:00,161.895,12.137756079627898,-274.3489019929107,1.0641465530840828
2010-03-21 07:30:45-10:00,161.895,12.141606539602327,-274.3504753778207,1.0636851026924745
2010-03-21 07:30:46-10:00,162.367,12.145456848934662,-274.3520487424998,1.0663238500538523
2010-03-21 07:30:47-10:00,162.367,12.149307163284826,-274.3536221507803,1.0658618561844369
2010-03-21 07:30:48-10:00,162.367,12.15315748220685,-274.35519560250026,1.0654002624671914
2010-03-21 07:30:49-10:00,162.367,12.157007806116521,-274.35676909785167,1.0649390683824589
2010-03-21 07:30:50-10:00,162.367,12.160858289813156,-274.3583427003233,1.0644782734114808
2010-03-21 07:30:51-10:00,162.838,12.164708467661862,-274.35991621882886,1.0671044181444056
2010-03-21 07:30:52-10:00,162.838,12.168558961374945,-274.3614899088963,1.0666430854687419
2010-03-21 07:30:53-10:00,162.838,12.17240930369995,-274.36306357816414,1.0661821515091991
2010-03-21 07:30:54-10:00,162.838,12.176259651268452,-274.36463729148096,1.0657216157491034
2010-03-21 07:30:55-10:00,162.838,12.180110003311649,-274.3662110483506,1.065261477672672
2010-03-21 07:30:56-10:00,162.838,12.183960360245152,-274.36778484896485,1.0648017367650136
2010-03-21 07:30:57-10:00,162.838,12.187810721625707,-274.36935869316426,1.0643423925121247
2010-03-21 07:30:58-10:00,163.31,12.191661087546576,-274.3709325808071,1.066967202404286
2010-03-21 07:30:59-10:00,163.31,12.195511613778278,-274.3725065764011,1.0665073207685176
2010-03-21 07:31:00-10:00,163.31,12.199361988953278,-274.37408055147216,1.0660478353961043
2010-03-21 07:31:01-10:00,163.31,12.203212368845078,-274.3756545705295,1.0655859646192314
2010-03-21 07:31:02-10:00,163.31,12.207062753544808,-274.3772286334291,1.0651244938848772
2010-03-21 07:31:03-10:00,163.31,12.21091314260805,-274.3788027400103,1.06466342267353
2010-03-21 07:31:04-10:00,163.31,12.214763536450278,-274.3803768904648,1.0642027504665783
2010-03-21 07:31:05-10:00,163.31,12.218613934631035,-274.3819510846358,1.063742476746307
2010-03-21 07:31:06-10:00,163.782,12.22246449280935,-274.3835253863893,1.0663557097318583
2010-03-21 07:31:07-10:00,163.782,12.226314899726733,-274.3850996678791,1.0658949034471628
2010-03-21 07:31:08-10:00,163.782,12.230165311694796,-274.3866739936452,1.0654344952486028
2010-03-21 07:31:09-10:00,163.782,12.234015727943945,-274.38824836318986,1.0649744846205464
2010-03-21 07:31:10-10:00,163.782,12.237866148892559,-274.389822776708,1.064514871048253
2010-03-21 07:31:11-10:00,163.782,12.241716574308695,-274.39139723412427,1.0640556540178687
2010-03-21 07:31:12-10:00,164.255,12.245567003966976,-274.39297173537,1.0666684849807258
2010-03-21 07:31:13-10:00,164.255,12.249417593527463,-274.3945463443233,1.0662087355701073
2010-03-21 07:31:14-10:00,164.255,12.25326803173166,-274.3961209331158,1.0657493823059194
2010-03-21 07:31:15-10:00,164.255,12.257118474888674,-274.3976955662957,1.0652904246763693
2010-03-21 07:31:16-10:00,164.255,12.260968922231761,-274.3992702433684,1.0648318621705442
2010-03-21 07:31:17-10:00,164.254,12.264819374177755,-274.400844964527,1.0643672142705323
2010-03-21 07:31:18-10:00,164.726,12.268669830281278,-274.4024197296095,1.066966691539195
2010-03-21 07:31:19-10:00,164.726,12.27252029096052,-274.4039945388103,1.0665079998135363
2010-03-21 07:31:20-10:00,164.726,12.276370911017727,-274.4055694556681,1.0660497023039088
2010-03-21 07:31:21-10:00,164.726,12.280221224804393,-274.4071442889401,1.0655917985023262
2010-03-21 07:31:22-10:00,164.726,12.284071853515169,-274.40871929394257,1.0651342879016739
2010-03-21 07:31:23-10:00,164.726,12.287922331498264,-274.41029427942436,1.0646771699957083
2010-03-21 07:31:24-10:00,165.198,12.29177281355933,-274.41186930892934,1.0672698235494775
2010-03-21 07:31:25-10:00,165.198,12.29562330011365,-274.4134443826489,1.0668121819543823
2010-03-21 07:31:26-10:00,165.198,12.299473790717979,-274.415019500423,1.0663549326613235
2010-03-21 07:31:27-10:00,165.198,12.303324441037525,-274.41659472615754,1.065898075166081
2010-03-21 07:31:28-10:00,165.198,12.307174784773016,-274.41816986830514,1.0654416089652967
2010-03-21 07:31:29-10:00,165.198,12.311025443665095,-274.41974518265806,1.0649855335564757
2010-03-21 07:31:30-10:00,165.198,12.314875951085241,-274.4213204769201,1.0645298484379833
2010-03-21 07:31:31-10:00,165.67,12.318726462811437,-274.4228958156528,1.0671148029248234
2010-03-21 07:31:32-10:00,165.67,12.322576978938324,-274.4244711987156,1.066658597138236
2010-03-21 07:31:33-10:00,165.67,12.326427499020642,-274.42604662594647,1.0662027812530568
2010-03-21 07:31:34-10:00,165.67,12.330278023473248,-274.4276220975363,1.0657473547696488
2010-03-21 07:31:35-10:00,165.67,12.334128551531256,-274.4291976129919,1.065292317189228
2010-03-21 07:31:36-10:00,165.67,12.337979239833802,-274.4307732372422,1.0648376680138627
2010-03-21 07:31:37-10:00,166.142,12.341829776140916,-274.4323488413279,1.067415874712815
2010-03-21 07:31:38-10:00,166.142,12.345680317088227,-274.4339244901726,1.0669607077536425
2010-03-21 07:31:39-10:00,166.142,12.349530861911369,-274.4355001832837,1.0665059288131586
2010-03-21 07:31:40-10:00,166.142,12.353381411026874,-274.4370759208538,1.066051537395411
2010-03-21 07:31:41-10:00,166.142,12.35723196399102,-274.43865170272215,1.06559753300529
2010-03-21 07:31:42-10:00,166.142,12.361082521219412,-274.44022752908063,1.065143915148531
2010-03-21 07:31:43-10:00,166.614,12.364933237521408,-274.4418034635119,1.0677154091838879
2010-03-21 07:31:44-10:00,166.614,12.368783802486893,-274.44337937839146,1.0672612764038496
2010-03-21 07:31:45-10:00,166.614,12.372634371569447,-274.4449553379676,1.0668075297733384
2010-03-21 07:31:46-10:00,166.614,12.376484944865576,-274.44653134210154,1.0663541688000493
2010-03-21 07:31:47-10:00,166.614,12.38033552214372,-274.4481073907179,1.0659011929925124
2010-03-21 07:31:48-10:00,166.614,12.384186103177738,-274.44968348374687,1.0654486018600937
2010-03-21 07:31:49-10:00,167.086,12.388036688383796,-274.4512596213807,1.0680134180827074
2010-03-21 07:31:50-10:00,167.086,12.391887432570124,-274.4528358672123,1.067560314864036
2010-03-21 07:31:51-10:00,167.086,12.395737870072166,-274.4544120298362,1.067107595939159
2010-03-21 07:31:52-10:00,167.086,12.399588622106437,-274.45598836478575,1.0666552608193822
2010-03-21 07:31:53-10:00,167.086,12.403439223006831,-274.4575646806487,1.0662033090168412
2010-03-21 07:31:54-10:00,167.558,12.407289827582252,-274.45914104102053,1.0687623742167247
2010-03-21 07:31:55-10:00,167.558,12.411140436249557,-274.4607174460941,1.0683099130346074
2010-03-21 07:31:56-10:00,167.558,12.414991048566524,-274.46229389571,1.0678578347897907
2010-03-21 07:31:57-10:00,167.558,12.418841820201946,-274.4638704538265,1.0674061389963356
